orch_id,season,time_period,period_start_date,period_end_date,orchard_savi_mean,orchard_savi_stddev,orchard_savi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_bsi_fill,ACRES,CNTY,stability_score,startyear,endyear
005300000000000024f8,2021_2022,1,2021-11-16,2021-11-30,0.37460517398689147,0.14690251863120604,0.6224183747999191,-0.12186289173626372,0.17274451845671013,0.9122286282615112,4.79,Glenn,7.0,2016,2023
005300000000000024fb,2021_2022,1,2021-11-16,2021-11-30,0.3931310478967609,0.013794541678690793,1.0,-0.1656068528470336,0.01963004510042978,1.0,5.96,Glenn,7.0,2016,2023
0053000000000000251c,2021_2022,1,2021-11-16,2021-11-30,0.30586578101787953,0.09435786566953042,0.5511001063546928,-0.02456110760631798,0.13625164409619187,0.7896005051847912,4.48,Glenn,7.0,2016,2023
0053000000000000500c,2021_2022,1,2021-11-16,2021-11-30,0.3073533852569326,0.02672902156762114,0.6407806864804506,-0.03080508229656198,0.03726540471818466,0.9850006203394325,17.42,Glenn,7.0,2016,2023
00530000000000005096,2021_2022,1,2021-11-16,2021-11-30,0.3301488201439663,0.12993810667208394,0.5975407063115007,-0.06254671600994995,0.12100297884123859,0.8618853604365541,5.07,Glenn,7.0,2016,2023
005300000000000050ae,2021_2022,1,2021-11-16,2021-11-30,0.26273290258106163,0.1407030771957738,0.3194826149033978,0.08465615882699792,0.16171241667888417,0.40950093672369553,36.2,Glenn,7.0,2016,2023
005300000000000024ec,2021_2022,1,2021-11-16,2021-11-30,0.28225260913002104,0.06950652408652724,0.5459556369323492,-0.052072541621174376,0.06336099011142904,0.9848753599969484,3.91,Glenn,7.0,2016,2023
00530000000000005047,2021_2022,1,2021-11-16,2021-11-30,0.3683925682289672,0.07331308949108062,0.8242666707154135,-0.12189861824417184,0.11657109729187198,0.9642925826956557,29.47,Glenn,7.0,2016,2023
00530000000000005051,2021_2022,1,2021-11-16,2021-11-30,0.340235019070303,0.05179431691646465,0.8317265421339216,-0.05446140956645659,0.08261363957642529,0.9664039241697387,4.83,Glenn,7.0,2016,2023
0053000000000000134f,2021_2022,1,2021-11-16,2021-11-30,0.349638251479431,0.02548578581454517,0.9843874068039559,-0.08328722338370367,0.03200257928226831,0.9934208491023274,7.22,Glenn,7.0,2016,2023
00530000000000001466,2021_2022,1,2021-11-16,2021-11-30,0.2720820143110942,0.12127814218191048,0.5096535936420179,0.0842971237607114,0.13871385706831799,0.6055308396682791,6.89,Glenn,7.0,2016,2023
005300000000000015fb,2021_2022,1,2021-11-16,2021-11-30,0.31132308736890174,0.07020983028163273,0.8125372905989442,-0.05217757534742883,0.07647743530886904,0.9171842729289373,19.42,Glenn,7.0,2016,2023
00530000000000001a3d,2021_2022,1,2021-11-16,2021-11-30,0.33792864324289035,0.07178904134149694,0.8836141541571766,-0.12051511251599673,0.09309576083216825,0.9317562733424786,22.66,Glenn,7.0,2016,2023
00530000000000001ec5,2021_2022,1,2021-11-16,2021-11-30,0.2943343239849568,0.04894470293040335,0.5279396265436396,0.09480166721494403,0.05096014167886175,0.5636546224670393,7.5,Glenn,7.0,2016,2023
00530000000000001ec6,2021_2022,1,2021-11-16,2021-11-30,0.3233069705491779,0.0566124347735492,0.8961747214792113,-0.07370679110419363,0.08390197346740345,0.9494169891188616,28.65,Glenn,7.0,2016,2023
00530000000000001ec9,2021_2022,1,2021-11-16,2021-11-30,0.4817075366325278,0.038476576226023074,0.9961308759311586,-0.18671639323969727,0.05089323921173093,1.0,4.64,Glenn,7.0,2016,2023
00530000000000001ecd,2021_2022,1,2021-11-16,2021-11-30,0.4075260114478988,0.07017705733755732,0.9227103941495003,-0.08040983940093319,0.07492262090865046,0.9701584364923183,17.07,Glenn,7.0,2016,2023
00530000000000001ed0,2021_2022,1,2021-11-16,2021-11-30,0.4609022804068307,0.11441057452031624,0.8444986700278557,-0.19316246665973988,0.1189589414635536,0.9947967362976984,16.59,Glenn,7.0,2016,2023
00530000000000001ed1,2021_2022,1,2021-11-16,2021-11-30,0.30767628447882245,0.030396975735040594,0.5836461426410443,0.04462509032080277,0.042917420876584386,0.9894671970418509,2.66,Glenn,7.0,2016,2023
00530000000000001ed2,2021_2022,1,2021-11-16,2021-11-30,0.35166401784753376,0.05399728165201618,0.8279478875312822,-0.0019388311706738538,0.06991302959295011,0.9167709406742237,4.04,Glenn,7.0,2016,2023
00530000000000001ed4,2021_2022,1,2021-11-16,2021-11-30,0.3325436301256283,0.044053550981386,0.8610732706928873,-0.054019850867985456,0.07093042825785628,0.9614609894396124,6.4,Glenn,7.0,2016,2023
00530000000000001ed5,2021_2022,1,2021-11-16,2021-11-30,0.3722040993700196,0.02382672766095792,1.0,-0.11039765603030334,0.024648912760718837,1.0,2.65,Glenn,7.0,2016,2023
