orch_id,cluster_role_mapped,best_soft_norm,uncertain,flipped_this_season,streak_len_current,time_since_last_flip,npts_total,env_z_season,stratum
00530000000000001ea9,Bare,0.6407079715496884,False,False,1.0,,5,-0.8589000892769022,Old
00530000000000001eab,Bare,0.35632790058224506,False,False,1.0,,5,-1.010243437654816,Old
00530000000000001ead,Bare,1.0,False,False,1.0,,5,-0.20846009840823687,Young
00530000000000001eae,Bare,0.42443096017889004,False,False,1.0,,5,0.42761301272477276,
00530000000000001eaf,Bare,0.7461193526442557,False,False,1.0,,5,-0.2525319679594982,
00530000000000001eb0,Bare,0.4307720372648,False,False,1.0,,5,-0.1897601274551597,Young
00530000000000001eb1,Bare,0.16956536701986663,False,False,1.0,,5,-0.642314961435332,Old
00530000000000001eb2,Bare,0.24425159610103706,False,False,1.0,,5,-2.418969147035556,Old
00530000000000001eb4,Bare,0.3158356601636935,False,False,1.0,,3,-1.2415770710527532,Young
00530000000000001eb5,Bare,0.3408147905162113,False,False,1.0,,3,-1.1739388464153233,Young
00530000000000001eb7,Cover,0.0,True,False,1.0,,5,1.8724210750840846,Old
00530000000000001eb8,Bare,0.02215207075322037,True,False,1.0,,5,1.2781325562852959,Old
00530000000000001eb9,Bare,0.25845074200948526,False,False,1.0,,3,0.5242246383320327,Old
00530000000000001eba,Bare,1.0,False,False,1.0,,5,-0.28206647793508555,Old
00530000000000001ebb,Cover,0.0,True,False,1.0,,5,2.477228825513202,Old
00530000000000001ebc,Bare,0.007411219316686353,True,False,1.0,,5,1.79607867472195,Old
00530000000000001ebd,Cover,0.0,True,False,1.0,,5,1.5693517085234876,Old
00530000000000001ebe,Cover,0.18970665455029365,False,False,1.0,,5,3.0,Old
00530000000000001ec0,Bare,0.3066614457993352,False,False,1.0,,3,-1.6357072138443294,Old
00530000000000001ec1,Cover,1.0,False,False,1.0,,5,0.8518199377467781,Old
00530000000000001ec3,Bare,0.6231480497314997,False,False,1.0,,5,-0.9896072634250691,Old
00530000000000001ec4,Bare,0.6547627927087925,False,False,1.0,,3,-0.7743844930061174,Young
00530000000000001ec8,Cover,0.3929426534855718,False,False,1.0,,3,2.466340369534113,
005300000000000022e1,Bare,0.03478388198114026,True,False,1.0,,5,1.4857173912167772,Old
005300000000000022e2,Bare,0.0,True,False,1.0,,5,0.8129545163573049,Old
005300000000000022e3,Bare,0.0,True,False,1.0,,5,0.24065292665710444,
005300000000000022e4,Cover,0.7755681529810744,False,False,1.0,,5,1.7073306661151697,
00530000000000002410,Bare,0.21104149954930432,False,False,1.0,,5,0.542176540836772,Old
00530000000000002414,Bare,0.10195901104025863,True,False,1.0,,5,-0.3284587542045342,Young
00530000000000002416,Bare,0.0,True,False,1.0,,5,0.6833424461372171,Old
00530000000000002417,Bare,0.6180411702214331,False,False,1.0,,5,-0.9608687420944833,Old
00530000000000002418,Bare,1.0,False,False,1.0,,5,-0.13205751395222004,Old
00530000000000002419,Bare,0.8469221790742458,False,False,1.0,,5,-0.5669007723141151,Old
0053000000000000241a,Bare,1.0,False,False,1.0,,5,-0.011432627618544288,Old
