season,n_trends,n_train,n_assigned_all,lost_pct_train_only,lost_pct_after_all
20182019,531,500,531,5.8,0.0
20192020,531,420,531,20.9,0.0
20202021,531,463,531,12.8,0.0
20212022,531,463,531,12.8,0.0
20222023,531,486,531,8.5,0.0
20232024,531,498,531,6.2,0.0
