season,silhouette,n
2018_2019,0.36939234331827825,500
2019_2020,0.35871264920019064,420
2020_2021,0.3888105855422161,463
2021_2022,0.4052388828162366,463
2022_2023,0.38836004451274897,486
2023_2024,0.45266873631890187,498
