orch_id,season,time_period,period_start_date,period_end_date,orchard_savi_mean,orchard_savi_stddev,orchard_savi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_bsi_fill,ACRES,CNTY,stability_score,startyear,endyear
00530000000000002410,2022_2023,1,2022-11-16,2022-11-30,0.3270169706687093,0.05399823387976477,0.8015991940841731,-0.07547747560241748,0.08422787217175846,0.9637861434472399,41.12,Butte,8.0,2016,2023
00530000000000002430,2022_2023,1,2022-11-16,2022-11-30,0.2998233531084165,0.05808085524767727,0.6083786102373463,0.005318638556233976,0.052200516633618126,0.968091697645601,3.11,Tehama,7.0,2016,2023
00530000000000001ea7,2022_2023,1,2022-11-16,2022-11-30,0.21944889206969118,0.037445702647170884,0.023637230262587745,0.19327277036493962,0.05765229984896168,0.06653522835601006,3.43,Tehama,7.0,2016,2023
00530000000000001ea8,2022_2023,1,2022-11-16,2022-11-30,0.38795199958083176,0.08459577864414601,0.847477820564645,-0.14145377395705094,0.1159158628679615,0.9919756894949967,20.92,Tehama,7.0,2016,2023
00530000000000001eac,2022_2023,1,2022-11-16,2022-11-30,0.3123698156132016,0.022737536938699482,0.689673728333522,0.00926614024219133,0.026809768636974478,1.0,2.63,Tehama,7.0,2016,2023
00530000000000001eb3,2022_2023,1,2022-11-16,2022-11-30,0.3122679198064066,0.05905751165273655,0.6819149113035964,0.04447392696652488,0.04991488956067259,0.8486259123177445,26.82,Tehama,7.0,2016,2023
005300000000000022e0,2022_2023,1,2022-11-16,2022-11-30,0.2956035438145519,0.05194181008795718,0.44981517228443924,0.061539962099793184,0.04662858794205433,0.7546910290175606,9.51,Tehama,7.0,2016,2023
005300000000000023e3,2022_2023,1,2022-11-16,2022-11-30,0.3374269903821818,0.06692091247858659,0.7502827598070194,0.027390351209305025,0.08081442061219654,0.8549943537166985,165.91,Tehama,7.0,2016,2023
005300000000000023e4,2022_2023,1,2022-11-16,2022-11-30,0.3251909970716839,0.027344512222402872,0.7813036170734272,-0.007749237178825243,0.033582375349815306,1.0,8.47,Tehama,7.0,2016,2023
005300000000000023e5,2022_2023,1,2022-11-16,2022-11-30,0.2817741207395143,0.06090593396627709,0.45411467947294126,0.02038890512357483,0.09024840247729263,0.774540125560721,145.13,Tehama,8.0,2016,2023
005300000000000023e6,2022_2023,1,2022-11-16,2022-11-30,0.2980167820210434,0.1022557961852027,0.25327341772151885,0.06174635640024207,0.1497952951083809,0.3069822784810125,87.84,Tehama,8.0,2016,2023
005300000000000023e7,2022_2023,1,2022-11-16,2022-11-30,0.14469900892726792,0.12205292855525053,0.1273481265914877,0.17852102003116982,0.15894561649929828,0.13702146234994533,50.88,Tehama,8.0,2016,2023
005300000000000023e8,2022_2023,1,2022-11-16,2022-11-30,0.26155735672303443,0.05890471358699591,0.23156568627732255,0.0239810450627545,0.08870208038883158,0.8527694157552916,25.84,Tehama,8.0,2016,2023
005300000000000023e9,2022_2023,1,2022-11-16,2022-11-30,0.4257885435572046,0.06382856139217064,0.9557254665863939,-0.18665467967543625,0.10181617809033582,0.9807104154124021,6.15,Tehama,8.0,2016,2023
005300000000000023ea,2022_2023,1,2022-11-16,2022-11-30,0.443975186570857,0.054094301949253035,0.9836284382260296,-0.20269514859666238,0.07762613590275487,0.9971927576592077,42.97,Tehama,8.0,2016,2023
005300000000000023eb,2022_2023,1,2022-11-16,2022-11-30,0.23053946561158312,0.04127921348310584,0.012367367545159887,0.06912784559768186,0.05650048185820453,0.8600083748036821,68.86,Tehama,8.0,2016,2023
005300000000000023ec,2022_2023,1,2022-11-16,2022-11-30,0.25591904286174466,0.0384097304231104,0.08275452697078448,0.0665063821095499,0.050391243015417704,0.8559659129675365,21.71,Tehama,8.0,2016,2023
005300000000000023ed,2022_2023,1,2022-11-16,2022-11-30,0.23947156495344615,0.0470962421901155,0.05878714427240212,0.054235640302837305,0.06314129448459277,0.846754470220044,44.22,Tehama,8.0,2016,2023
005300000000000023ee,2022_2023,1,2022-11-16,2022-11-30,0.16419367103980498,0.05330813601854209,0.0226181393887717,0.20747484367715283,0.059473271357880324,0.05816924046067337,44.59,Tehama,7.0,2016,2023
005300000000000023ef,2022_2023,1,2022-11-16,2022-11-30,0.24211550081394573,0.04268744172274687,0.019426212259376886,0.0766003170313904,0.05212544824240093,0.758301684486887,36.98,Tehama,8.0,2016,2023
005300000000000023f0,2022_2023,1,2022-11-16,2022-11-30,0.10726850026891689,0.06455714726667532,0.03774663833487844,0.2589057007489697,0.09618459657697798,0.05047379172853988,90.43,Tehama,8.0,2016,2023
005300000000000023f1,2022_2023,1,2022-11-16,2022-11-30,0.29862657237317425,0.11056646889617053,0.6577252351483649,0.02164144528278356,0.14290220506330245,0.7591514515805233,440.47,Tehama,8.0,2016,2023
005300000000000023f2,2022_2023,1,2022-11-16,2022-11-30,0.3003426489604815,0.05630060061544008,0.5443900008304958,0.02708674447236682,0.07679598989851145,0.822253135121668,7.15,Tehama,7.0,2016,2023
