orch_id,season,time_period,period_start_date,period_end_date,orchard_savi_mean,orchard_savi_stddev,orchard_savi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_bsi_fill,ACRES,CNTY,stability_score,startyear,endyear
00530000000000001ea9,2021_2022,1,2021-11-16,2021-11-30,0.3605037047258746,0.02653862773704637,0.9824575886407727,-0.19848018691682406,0.03523254085891035,1.0,5.4,Butte,7.0,2016,2023
00530000000000001eab,2021_2022,1,2021-11-16,2021-11-30,0.4721997581284437,0.08615904438343651,0.9438315397102147,-0.18980538283632314,0.08440477584762278,0.9923395258422013,44.47,Butte,7.0,2016,2023
00530000000000001ead,2021_2022,1,2021-11-16,2021-11-30,0.2009750512087927,0.06162058331666387,0.024642496394788153,0.037957107042122365,0.06298183703942088,0.9179981068667373,11.71,Butte,7.0,2016,2023
00530000000000001eae,2021_2022,1,2021-11-16,2021-11-30,0.19938949336693576,0.05835835286436791,0.016668656558018597,0.05819250398096265,0.0651147953477256,0.8186943659542857,11.2,Butte,7.0,2016,2023
00530000000000001eaf,2021_2022,1,2021-11-16,2021-11-30,0.17154461095110218,0.03738514004242636,0,0.05822702086435133,0.03874952469131546,0.83219171989254,4.19,Butte,7.0,2016,2023
00530000000000001eb0,2021_2022,1,2021-11-16,2021-11-30,0.28713702095314786,0.07480203965475028,0.5404083570750237,0.03533990037766555,0.1265933443954961,0.7107312440645773,14.1,Butte,7.0,2016,2023
00530000000000001eb1,2021_2022,1,2021-11-16,2021-11-30,0.31785735509182167,0.03861732985233249,0.7051607602972478,0.06023780390177211,0.058280875023527336,0.7780350274468799,3.98,Butte,7.0,2016,2023
00530000000000001eb2,2021_2022,1,2021-11-16,2021-11-30,0.2851091351046816,0.06131034056043186,0.4205710276227119,0.11927415627372702,0.09293410827475222,0.4222508848142135,36.0,Butte,7.0,2016,2023
00530000000000001eb4,2021_2022,1,2021-11-16,2021-11-30,0.32164047889870245,0.1596074226372712,0.5713665236983549,-0.08354505967733014,0.14448346636569054,0.9052220920943436,9.58,Butte,7.0,2016,2023
00530000000000001eb5,2021_2022,1,2021-11-16,2021-11-30,0.21152579243678543,0.13992242148030448,0.24167237340061273,-0.01354850961501096,0.14328250143557308,0.8015930798342042,10.3,Butte,7.0,2016,2023
00530000000000001eb7,2021_2022,1,2021-11-16,2021-11-30,0.28927908366612515,0.04856944150949298,0.6017429856779607,-0.1242364559981847,0.08800788584953106,0.9993045443678961,3.43,Butte,7.0,2016,2023
00530000000000001eb8,2021_2022,1,2021-11-16,2021-11-30,0.26411159488110836,0.0178167792759205,0.02692247373098437,-0.08329489922479212,0.02582067880975162,1.0,2.84,Butte,7.0,2016,2023
