orch_id,season,time_period,period_start_date,period_end_date,orchard_savi_mean,orchard_savi_stddev,orchard_savi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_bsi_fill,ACRES,CNTY,stability_score,startyear,endyear
00530000000000001ea9,2019_2020,1,2019-11-16,2019-11-30,0.18269168106833744,0.021443214176455314,0,0.09820967221567276,0.02514396372637217,0.5064872525144121,5.4,Butte,7.0,2016,2023
00530000000000001eab,2019_2020,1,2019-11-16,2019-11-30,0.08437045918224423,0.020954268361748917,8.517204753602259E-4,0.16859217017561348,0.0277883659215894,0.031655611000888394,44.47,Butte,7.0,2016,2023
00530000000000001ead,2019_2020,1,2019-11-16,2019-11-30,0.1851877685254378,0.03831250349074325,0,0.044623302446415346,0.05287642093528131,0.8259524429677721,11.71,Butte,7.0,2016,2023
00530000000000001eae,2019_2020,1,2019-11-16,2019-11-30,0.1881629889298791,0.04645134656345731,0,0.06479100645217432,0.04723481756380158,0.8411602393176,11.2,Butte,7.0,2016,2023
00530000000000001eaf,2019_2020,1,2019-11-16,2019-11-30,0.17676879534023815,0.03866937947489652,0,0.03739194658220969,0.035001615098286816,0.9727791912039425,4.19,Butte,7.0,2016,2023
00530000000000001eb0,2019_2020,1,2019-11-16,2019-11-30,0.16719751634237776,0.03039461880062834,0,0.17450070079599608,0.04516571866669835,0.0048591326369104145,14.1,Butte,7.0,2016,2023
00530000000000001eb1,2019_2020,1,2019-11-16,2019-11-30,0.1458561902637294,0.007008405002220307,0,0.2335262428348008,0.012235631348644891,0,3.98,Butte,7.0,2016,2023
00530000000000001eb2,2019_2020,1,2019-11-16,2019-11-30,0.13659039261532463,0.017113759482242415,6.005386274287232E-4,0.2402778969124365,0.039916891090711386,0.003671334083146731,36.0,Butte,7.0,2016,2023
00530000000000001eb4,2019_2020,1,2019-11-16,2019-11-30,0.08581379951357712,0.038694091590715844,0.007678406614288042,0.1526347738399408,0.05299470325975591,0.07668323858127866,9.58,Butte,7.0,2016,2023
00530000000000001eb5,2019_2020,1,2019-11-16,2019-11-30,0.09197076449070907,0.04233669222252183,0.006357902324743197,0.1493774296749423,0.04790965935578533,0.09953505136060552,10.3,Butte,7.0,2016,2023
00530000000000001eb7,2019_2020,1,2019-11-16,2019-11-30,0.26430489581710975,0.07493350712082023,0.23434681503053487,-0.017656906914521688,0.0728029405698399,0.8881403081737771,3.43,Butte,7.0,2016,2023
00530000000000001eb8,2019_2020,1,2019-11-16,2019-11-30,0.2224433090055596,0.01590253771681245,0,0.03449223340353389,0.01713979344725413,1.0,2.84,Butte,7.0,2016,2023
00530000000000001eb9,2019_2020,1,2019-11-16,2019-11-30,0.23542388875295708,0.04377417166947424,0.058163925427848887,0.024205833618800302,0.06824207727040249,0.9138225088706358,3.79,Butte,7.0,2016,2023
00530000000000001eba,2019_2020,1,2019-11-16,2019-11-30,0.23553393824859165,0.04332299909325227,0.041343837489419874,0.012740474296620646,0.055840760886010136,0.973061397226382,4.55,Butte,7.0,2016,2023
00530000000000001ebb,2019_2020,1,2019-11-16,2019-11-30,0.2565983979551006,0.03696123609235247,0.07254585344928866,4.8495956899515706E-4,0.051426455938914935,0.9654784250402317,27.2,Butte,7.0,2016,2023
00530000000000001ebc,2019_2020,1,2019-11-16,2019-11-30,0.22505700500577566,0.018878039365681,0,0.04016843473109643,0.024450560482838484,1.0,3.19,Butte,7.0,2016,2023
00530000000000001ebd,2019_2020,1,2019-11-16,2019-11-30,0.12418083083098053,0.013258041452064552,0,0.18750105266255493,0.018960231786240785,0,3.58,Butte,7.0,2016,2023
00530000000000001ebe,2019_2020,1,2019-11-16,2019-11-30,0.16655847842973537,0.03815721277080502,0.011727651662637213,0.08489341159259248,0.043098031883978545,0.6931508461837967,98.5,Butte,7.0,2016,2023
00530000000000001ec0,2019_2020,1,2019-11-16,2019-11-30,0.10514293537982167,0.02078147052218366,0,0.14371637546074678,0.021735686661838036,0.00733300246711118,62.04,Butte,7.0,2016,2023
