orch_id,season,time_period,period_start_date,period_end_date,orchard_savi_mean,orchard_savi_stddev,orchard_savi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_bsi_fill,ACRES,CNTY,stability_score,startyear,endyear
00530000000000001ea9,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,5.4,Butte,7.0,2016,2023
00530000000000001eab,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,44.47,Butte,7.0,2016,2023
00530000000000001ead,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,11.71,Butte,7.0,2016,2023
00530000000000001eae,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,11.2,Butte,7.0,2016,2023
00530000000000001eaf,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,4.19,Butte,7.0,2016,2023
00530000000000001eb0,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,14.1,Butte,7.0,2016,2023
00530000000000001eb1,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,3.98,Butte,7.0,2016,2023
00530000000000001eb2,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,36.0,Butte,7.0,2016,2023
00530000000000001eb4,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,9.58,Butte,7.0,2016,2023
00530000000000001eb5,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,10.3,Butte,7.0,2016,2023
00530000000000001eb7,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,3.43,Butte,7.0,2016,2023
00530000000000001eb8,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,2.84,Butte,7.0,2016,2023
00530000000000001eb9,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,3.79,Butte,7.0,2016,2023
00530000000000001eba,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,4.55,Butte,7.0,2016,2023
00530000000000001ebb,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,27.2,Butte,7.0,2016,2023
00530000000000001ebc,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,3.19,Butte,7.0,2016,2023
00530000000000001ebd,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,3.58,Butte,7.0,2016,2023
00530000000000001ebe,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,98.5,Butte,7.0,2016,2023
00530000000000001ec0,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,62.04,Butte,7.0,2016,2023
00530000000000001ec1,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,45.69,Butte,7.0,2016,2023
00530000000000001ec3,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,40.48,Butte,7.0,2016,2023
00530000000000001ec4,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,11.81,Butte,7.0,2016,2023
00530000000000001ec8,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,4.4,Butte,7.0,2016,2023
005300000000000022e1,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,3.6,Butte,7.0,2016,2023
005300000000000022e2,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,5.2,Butte,7.0,2016,2023
005300000000000022e3,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,5.31,Butte,7.0,2016,2023
005300000000000022e4,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,6.33,Butte,7.0,2016,2023
00530000000000002410,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,41.12,Butte,8.0,2016,2023
00530000000000002414,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,7.42,Butte,7.0,2016,2023
00530000000000002416,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,5.23,Butte,8.0,2016,2023
00530000000000002417,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,5.65,Butte,8.0,2016,2023
00530000000000002418,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,496.81,Butte,8.0,2016,2023
00530000000000002419,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,1251.7,Butte,7.0,2016,2023
0053000000000000241a,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,148.11,Butte,8.0,2016,2023
0053000000000000241b,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,2.75,Butte,7.0,2016,2023
0053000000000000241c,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,80.34,Butte,8.0,2016,2023
0053000000000000241d,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,3.66,Butte,7.0,2016,2023
0053000000000000241f,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,9.43,Butte,8.0,2016,2023
00530000000000002420,2018_2019,1,2018-11-16,2018-11-30,0,0,0,0,0,0,12.62,Butte,8.0,2016,2023
