season,orch_id,n_periods_used,slope_Intensity,intercept_Intensity,r2_Intensity,slope_Fill,intercept_Fill,r2_Fill,slope_Uniformity,intercept_Uniformity,r2_Uniformity,z_slope_Intensity,z_slope_Fill,z_slope_Uniformity,pred_Intensity_t5,z_level_Intensity_t5,CMI__summer_year,CMI__stability_score,CMI__EVI2_p90_summer_mean,CMI__EVI2_p90_summer_median,CMI__EVI2_summer_imgcount_mean,CMI__valid_fraction,CMI__CMI_season_z
2018_2019,00530000000000001ea9,5,-0.0046748338955905295,0.41585204736324616,0.0005071457645555721,0.0005032531478058266,-0.0016786949647591678,0.13544455245638098,-0.003922967380538558,0.6558227549083496,0.28191224269981463,-0.16405613111831047,0.018172805722232826,-0.03855434345665651,0.39247787788529354,-0.8589000892769022,2018.0,7.0,0.4359761393197388,0.4294779143611613,3.032766282149109,0.6598740218741115,0.3472038860806218
2018_2019,00530000000000001eab,5,0.022469749688270566,0.2622874796292849,0.4405828985862906,0.003618123976991095,-0.011943060958330936,0.13655336449372535,-0.03219157264941126,0.6636004990964103,0.7209545445531778,0.8060552436982313,0.13065286208240645,-0.7609407055121572,0.37463622807063773,-1.010243437654816,2018.0,7.0,0.4054876064153464,0.4013783179976522,1.9258848552055112,0.0831136723081677,0.0593663968899347
2018_2019,00530000000000001ead,5,-0.016219834572056883,0.5502564863924518,0.3392506432867678,-0.01727974579821927,0.12783407628258342,0.5923782819468053,-0.026624734498703593,0.5840688012143297,0.2103067759719056,-0.5766591258890108,-0.6239831080833473,-0.6186836708409221,0.4691573135321674,-0.20846009840823687,2018.0,7.0,0.1807764095992348,0.179428306072958,1.985513756316676,0.3182481751824817,-2.062097003379664
2018_2019,00530000000000001eae,5,-0.025533875290377563,0.6718124348283919,0.8103558688918652,-0.061896923722494855,0.4741113590155423,0.927557215660427,-0.005097273176008777,0.3075135737123128,0.005473042040176623,-0.9095305740153878,-2.235139063743657,-0.06856298673643339,0.5441430583765041,0.42761301272477276,2018.0,7.0,-9999.0,-9999.0,1.197074247860889,0.0,
2018_2019,00530000000000001eaf,5,-0.03091761250622036,0.6185498067063172,0.6863380135116199,-0.02530512822863538,0.17051230056768849,0.8413296789424655,0.017013275326843963,0.48239710647273853,0.6935527261677419,-1.1019381936046413,-0.9137850027966706,0.4964581221618916,0.4639617441752154,-0.2525319679594982,2018.0,7.0,-9999.0,-9999.0,0.0,0.0,
2018_2019,00530000000000001eb0,5,0.01442956085507613,0.3992140219549988,0.3380703223955648,-0.0039983053343632165,0.10048083537600609,0.0036081473060025626,-0.012123721800288478,0.5198596142991225,0.304119348294995,0.5187095705307746,-0.14438146363584187,-0.24811944562732882,0.4713618262303794,-0.1897601274551597,2018.0,7.0,0.2469203375069109,0.2433647237770539,3.0121240899018678,0.1392687559354226,-1.4376424848937177
2018_2019,00530000000000001eb1,5,0.029903885934005284,0.26849135763896054,0.6657626557047003,-0.009827112695222436,0.16479610137445472,0.024188311177789634,0.005098030097868633,0.5968341313881634,0.44268911380381826,1.071741402104105,-0.3548635723380914,0.1919715522695845,0.418010787308987,-0.642314961435332,2018.0,7.0,0.3740623656559821,0.3722944611161958,4.79151573994548,0.6246312408977184,-0.2373144052251812
2018_2019,00530000000000001eb2,5,0.002170060405742879,0.19771327692283147,0.005834416787192098,0.0,0.0,1.0,-0.008397552839312691,0.5952862829277821,0.25276177121157595,0.08057130258778197,0.0,-0.15289955010997333,0.20856357895154587,-2.418969147035556,2018.0,7.0,0.3732690899127848,0.3750929257148803,2.1986370583702826,0.228390617302664,-0.2448035979283466
2018_2019,00530000000000001eb4,3,-0.001226705800112593,0.3534981675254768,0.012015263926151487,0.0,0.0,1.0,-0.003111315067236634,0.2860196003214672,0.9884154759269702,-0.040824611396767685,0.0,-0.017813080975421614,0.34736463852491384,-1.2415770710527532,2018.0,7.0,0.1214462915919888,0.1099535190444281,6.007006369426751,0.626751592356688,-2.622223404152873
2018_2019,00530000000000001eb5,3,0.0012461645202519103,0.34910758900982025,0.09567558064210546,0.0,0.0,1.0,-0.008736243569815888,0.30641675423961146,0.9780076906750538,0.04755249038563505,0.0,-0.16155457791707678,0.3553384116110798,-1.1739388464153233,2018.0,7.0,0.174840641822219,0.135932801641481,15.141683861310034,0.8959825221507464,-2.1181356621997827
