orch_id,mask,longest,years_active,ever_cover,never_cover
00570000000000000bd5,2,1,1,True,False
00570000000000000bd8,2,1,1,True,False
00570000000000000bda,1,1,1,True,False
00570000000000000bdb,19,2,3,True,False
00570000000000000bdd,2,1,1,True,False
00570000000000000be9,2,1,1,True,False
00570000000000000bea,32,1,1,True,False
00570000000000000beb,1,1,1,True,False
00570000000000000bec,18,1,2,True,False
00570000000000000bf5,8,1,1,True,False
00570000000000000bf7,18,1,2,True,False
00570000000000000bfc,18,1,2,True,False
00570000000000000bfd,16,1,1,True,False
00570000000000000bfe,18,1,2,True,False
00570000000000000bff,46,3,4,True,False
00570000000000000c00,16,1,1,True,False
00570000000000000c05,18,1,2,True,False
00570000000000000c09,24,2,2,True,False
00570000000000000c0b,2,1,1,True,False
00570000000000000c0c,3,2,2,True,False
00570000000000000c0d,3,2,2,True,False
00570000000000000c0e,30,4,4,True,False
00570000000000000c0f,2,1,1,True,False
00570000000000000c13,17,1,2,True,False
00570000000000000c15,2,1,1,True,False
00570000000000000c16,2,1,1,True,False
00570000000000000c17,18,1,2,True,False
00570000000000000c18,16,1,1,True,False
00570000000000000c19,2,1,1,True,False
00570000000000000c1a,2,1,1,True,False
00570000000000000c1b,16,1,1,True,False
00570000000000000c1c,62,5,5,True,False
00570000000000000c1d,16,1,1,True,False
00570000000000000c1f,16,1,1,True,False
00570000000000000c20,26,2,3,True,False
00570000000000000c23,18,1,2,True,False
00570000000000000c27,8,1,1,True,False
00570000000000000c29,8,1,1,True,False
00570000000000000c2a,18,1,2,True,False
00570000000000000c2b,8,1,1,True,False
00570000000000000c2c,18,1,2,True,False
00570000000000000c2f,50,2,3,True,False
00570000000000000c30,50,2,3,True,False
00570000000000000c31,18,1,2,True,False
00570000000000000c32,18,1,2,True,False
00570000000000000c33,10,1,2,True,False
00570000000000000c37,8,1,1,True,False
00570000000000000c38,4,1,1,True,False
00570000000000000c40,1,1,1,True,False
00570000000000000c41,1,1,1,True,False
00570000000000000c42,1,1,1,True,False
00570000000000000c43,1,1,1,True,False
00570000000000000c44,56,3,3,True,False
00570000000000000c45,32,1,1,True,False
00570000000000000ce3,56,3,3,True,False
00570000000000000ce4,7,3,3,True,False
00570000000000000ce5,15,4,4,True,False
00570000000000000ce7,32,1,1,True,False
00570000000000000cee,30,4,4,True,False
00570000000000000cef,4,1,1,True,False
00570000000000000cf2,4,1,1,True,False
00570000000000000cf9,8,1,1,True,False
00570000000000000cfd,32,1,1,True,False
00570000000000000cfe,4,1,1,True,False
00570000000000000cff,13,2,3,True,False
00570000000000000d03,44,2,3,True,False
00570000000000000d04,4,1,1,True,False
00570000000000000d0a,31,5,5,True,False
00570000000000000d0b,36,1,2,True,False
00570000000000000d0d,30,4,4,True,False
00570000000000000d14,60,4,4,True,False
00570000000000000d16,62,5,5,True,False
00570000000000000d17,12,2,2,True,False
00570000000000000d19,12,2,2,True,False
00570000000000000d1a,4,1,1,True,False
00570000000000000d1d,21,1,3,True,False
00570000000000000d26,32,1,1,True,False
00570000000000000d29,56,3,3,True,False
00570000000000000d2f,5,1,2,True,False
00570000000000000d31,29,3,4,True,False
00570000000000000d33,3,2,2,True,False
00570000000000000d34,32,1,1,True,False
00570000000000000d39,19,2,3,True,False
00570000000000000d3b,32,1,1,True,False
00570000000000000d3c,32,1,1,True,False
00570000000000000d3d,24,2,2,True,False
00570000000000000d3e,13,2,3,True,False
00570000000000000d3f,37,1,3,True,False
00570000000000000d40,63,6,6,True,False
00570000000000000d41,1,1,1,True,False
00570000000000000d43,29,3,4,True,False
00570000000000000d44,48,2,2,True,False
00570000000000000d45,4,1,1,True,False
00570000000000000d46,35,2,3,True,False
00570000000000000d4b,3,2,2,True,False
00570000000000000d4d,62,5,5,True,False
00570000000000000d4f,62,5,5,True,False
00570000000000000d51,56,3,3,True,False
00570000000000000d52,6,2,2,True,False
00570000000000000d54,4,1,1,True,False
00570000000000000d56,62,5,5,True,False
00570000000000000d57,49,2,3,True,False
00570000000000000d5a,4,1,1,True,False
00570000000000000d5c,49,2,3,True,False
00570000000000000d66,23,3,4,True,False
00570000000000000d67,37,1,3,True,False
00570000000000000d68,60,4,4,True,False
00570000000000000d69,14,3,3,True,False
00570000000000000d6a,30,4,4,True,False
00570000000000000d6b,20,1,2,True,False
00570000000000000d6e,6,2,2,True,False
00570000000000000d6f,4,1,1,True,False
00570000000000000d70,59,3,5,True,False
00570000000000000d73,40,1,2,True,False
00570000000000000d74,57,3,4,True,False
00570000000000000d77,10,1,2,True,False
00570000000000000d7f,63,6,6,True,False
00570000000000000d82,12,2,2,True,False
00570000000000000d83,30,4,4,True,False
00570000000000000d85,6,2,2,True,False
00570000000000000d86,16,1,1,True,False
00570000000000000d87,40,1,2,True,False
00570000000000000d8a,33,1,2,True,False
00570000000000000d8b,61,4,5,True,False
00570000000000000d8c,60,4,4,True,False
00570000000000000d8e,16,1,1,True,False
00570000000000000d8f,60,4,4,True,False
00570000000000000d90,55,3,5,True,False
00570000000000000d91,56,3,3,True,False
00570000000000000d92,1,1,1,True,False
00570000000000000d93,48,2,2,True,False
00570000000000000d94,51,2,4,True,False
00570000000000000d95,1,1,1,True,False
00570000000000000d96,60,4,4,True,False
00570000000000000d97,48,2,2,True,False
00570000000000000d98,1,1,1,True,False
00570000000000000d99,60,4,4,True,False
00570000000000000d9f,1,1,1,True,False
00570000000000000da0,1,1,1,True,False
00570000000000000da1,48,2,2,True,False
00570000000000000da2,60,4,4,True,False
00570000000000000da4,15,4,4,True,False
00570000000000000da5,7,3,3,True,False
00570000000000000da6,22,2,3,True,False
00570000000000000da7,60,4,4,True,False
00570000000000000da8,63,6,6,True,False
00570000000000000da9,9,1,2,True,False
00570000000000000daa,55,3,5,True,False
00570000000000000dab,36,1,2,True,False
00570000000000000dad,55,3,5,True,False
00570000000000000dae,60,4,4,True,False
00570000000000000db3,48,2,2,True,False
00570000000000000db4,20,1,2,True,False
00570000000000000db5,60,4,4,True,False
00570000000000000db7,60,4,4,True,False
00570000000000000db8,33,1,2,True,False
00570000000000000db9,56,3,3,True,False
00570000000000000dba,32,1,1,True,False
00570000000000000dbc,6,2,2,True,False
00570000000000000dbd,63,6,6,True,False
00570000000000000dbe,62,5,5,True,False
00570000000000000dc3,32,1,1,True,False
00570000000000000dc4,1,1,1,True,False
00570000000000000dc5,48,2,2,True,False
00570000000000000dc8,14,3,3,True,False
00570000000000000dc9,41,1,3,True,False
00570000000000000dca,58,3,4,True,False
00570000000000000dcb,20,1,2,True,False
00570000000000000dce,59,3,5,True,False
00570000000000000dd0,48,2,2,True,False
00570000000000000dd6,35,2,3,True,False
00570000000000000dd7,59,3,5,True,False
00570000000000000dd8,63,6,6,True,False
00570000000000000dd9,1,1,1,True,False
00570000000000000dda,32,1,1,True,False
00570000000000000ddf,53,2,4,True,False
00570000000000000de0,1,1,1,True,False
00570000000000000de1,8,1,1,True,False
00570000000000000de2,14,3,3,True,False
00570000000000000de3,30,4,4,True,False
00570000000000000de4,12,2,2,True,False
