season,silhouette,n
2018_2019,0.4064636793393643,439
2019_2020,0.42397750501299486,439
2020_2021,0.38598830827882025,446
2021_2022,0.33160646263338533,442
2022_2023,0.4472682142948939,469
2023_2024,0.3355761473337767,446
