season,n_trends,n_train,n_assigned_all,lost_pct_train_only,lost_pct_after_all
20182019,531,439,531,17.3,0.0
20192020,531,439,531,17.3,0.0
20202021,531,446,531,16.0,0.0
20212022,531,442,531,16.8,0.0
20222023,531,469,531,11.7,0.0
20232024,531,446,531,16.0,0.0
