season,silhouette,n
2017_2018,,3
2018_2019,0.384220000589387,3361
2019_2020,0.37995042140558344,2862
2020_2021,0.35071845164315835,2748
2021_2022,0.3760392771818849,2996
2022_2023,0.38130102857698345,3220
2023_2024,0.383106845020083,3262
