orch_id,season,time_period,period_start_date,period_end_date,orchard_savi_mean,orchard_savi_stddev,orchard_savi_fill,orchard_bsi_mean,orchard_bsi_stddev,orchard_bsi_fill,ACRES,CNTY,stability_score,startyear,endyear
005300000000000050ce,2023_2024,1,2023-11-16,2023-11-30,0.1775145150742362,0.012182193802464355,0,0.18953756215962989,0.013223045749062573,0,3.71,Colusa,7.0,2016,2023
0053000000000000512a,2023_2024,1,2023-11-16,2023-11-30,0.31418419857949076,0.03727857990147854,0.7428997344679265,-0.0295398901591331,0.04709810317854186,0.9659311479991926,9.65,Colusa,7.0,2016,2023
00530000000000005259,2023_2024,1,2023-11-16,2023-11-30,0.22878512759357195,0.01921754781169239,0,0.09672622211373469,0.02836385399139595,0.5292153812791315,28.08,Colusa,7.0,2016,2023
005300000000000050cc,2023_2024,1,2023-11-16,2023-11-30,0.1988631501227831,0.01144575807727768,0,0.1294435215958684,0.016514770298427867,0.019233380096845727,4.96,Colusa,7.0,2016,2023
00530000000000005153,2023_2024,1,2023-11-16,2023-11-30,0.42671422339924014,0.019377572172732182,1.0,-0.07403271650264784,0.023252600195617246,1.0,3.2,Colusa,7.0,2016,2023
00530000000000005171,2023_2024,1,2023-11-16,2023-11-30,0.24263281096617303,0.03631178167727344,0.04377152441962134,0.13790618250463021,0.0366748170438609,0.12781713388412053,4.2,Colusa,7.0,2016,2023
00530000000000005173,2023_2024,1,2023-11-16,2023-11-30,0.2289312853776457,0.04247784765086024,0.08759480940341657,0.16002026416311074,0.06384917632822124,0.20510958081323058,5.41,Colusa,7.0,2016,2023
005300000000000051af,2023_2024,1,2023-11-16,2023-11-30,0.3036196979837761,0.024868998786055512,0.5437124148068957,0.10604754018013719,0.022482419675625323,0.4498997728183883,2.81,Colusa,7.0,2016,2023
005300000000000051b8,2023_2024,1,2023-11-16,2023-11-30,0.37971561439943646,0.07016160434854499,0.9068077867023653,-0.005077170970555014,0.06955497361419168,0.9651243864346276,5.4,Colusa,7.0,2016,2023
005300000000000051b9,2023_2024,1,2023-11-16,2023-11-30,0.40860460474069604,0.05032669437191854,0.9697541125427368,-0.04636846230100024,0.06251299208526617,0.9782803428013268,34.33,Colusa,7.0,2016,2023
00530000000000005246,2023_2024,1,2023-11-16,2023-11-30,0.19019530253821615,0.04153692868774993,0.01858128020747377,0.16692842081700263,0.07136319374949797,0.06834256748791699,5.09,Colusa,7.0,2016,2023
00530000000000005248,2023_2024,1,2023-11-16,2023-11-30,0.18265045290784465,0.05882880827629377,0.026617377512543415,0.12797621031314152,0.09116946641937967,0.2681486327196873,12.19,Colusa,7.0,2016,2023
0053000000000000524f,2023_2024,1,2023-11-16,2023-11-30,0.26822181433035436,0.018831964305349412,0.011627077537627505,0.09079220798949433,0.024975901447594193,0.660487552607176,8.45,Colusa,7.0,2016,2023
0053000000000000525d,2023_2024,1,2023-11-16,2023-11-30,0.34564583340198035,0.02302254490760166,0.9805342044581091,-0.009469038584234582,0.02542302596980137,1.0,3.91,Colusa,7.0,2016,2023
0053000000000000485d,2023_2024,1,2023-11-16,2023-11-30,0.3086938950225675,0.015166144803575638,0.755943607818007,0.017154823048652307,0.020825151488337204,1.0,4.68,Colusa,7.0,2016,2023
0053000000000000487a,2023_2024,1,2023-11-16,2023-11-30,0.18451692233269182,0.01875966147006631,0,0.21045256927032963,0.02305953800479946,0,6.51,Colusa,7.0,2016,2023
005300000000000048fd,2023_2024,1,2023-11-16,2023-11-30,0.20932082308277464,0.04356939193242152,0.002638222148650886,0.15825264093135633,0.0575025716251908,0.14962340672074165,7.28,Colusa,7.0,2016,2023
005300000000000048ff,2023_2024,1,2023-11-16,2023-11-30,0.15381294746028443,0.06155912285948417,0.003815531079234973,0.2221330719655962,0.08249159582810546,0.03623954064207651,14.08,Colusa,7.0,2016,2023
0053000000000000490e,2023_2024,1,2023-11-16,2023-11-30,0.2840652037383331,0.03035473329310244,0.22811943950177926,0.03424757173116059,0.03982643729854229,0.9680549377224197,8.1,Colusa,7.0,2016,2023
00530000000000004910,2023_2024,1,2023-11-16,2023-11-30,0.34710624840268617,0.11349890468288948,0.6882026364918515,-0.015293303531856189,0.13532477081120375,0.7939639500093755,18.4,Colusa,7.0,2016,2023
00530000000000004911,2023_2024,1,2023-11-16,2023-11-30,0.3134338678212149,0.07713798374199796,0.6746734984782525,0.01471410151192586,0.08810955790728636,0.8636398659321187,3.9,Colusa,7.0,2016,2023
00530000000000004912,2023_2024,1,2023-11-16,2023-11-30,0.2998335195654596,0.052830106828823935,0.3616060947675442,0.020228915353484454,0.06844036860266209,0.9253551720710069,35.47,Colusa,7.0,2016,2023
0053000000000000492c,2023_2024,1,2023-11-16,2023-11-30,0.2203106479537941,0.010237695683801867,0,0.13276988439304926,0.01272538795311495,0,5.43,Colusa,7.0,2016,2023
00530000000000004932,2023_2024,1,2023-11-16,2023-11-30,0.2155041943389809,0.010988491299227644,0,0.12507845212852678,0.016264291512427278,0.04883000215758191,7.69,Colusa,7.0,2016,2023
00530000000000004942,2023_2024,1,2023-11-16,2023-11-30,0.36653893443599905,0.06599222931483012,0.9123554250045898,-0.026614525020210354,0.06432089798858326,0.9153937947494033,8.2,Colusa,7.0,2016,2023
00530000000000004943,2023_2024,1,2023-11-16,2023-11-30,0.35160588037249224,0.08716471736880572,0.8665021231858496,-0.02393654335024254,0.06928529663993893,0.9233805061149428,54.95,Colusa,7.0,2016,2023
005300000000000049f1,2023_2024,1,2023-11-16,2023-11-30,0.16174664863691038,0.008027301912903417,0,0.23143357031541587,0.01509932565912475,0,4.0,Colusa,7.0,2016,2023
005300000000000049f2,2023_2024,1,2023-11-16,2023-11-30,0.22223292123688046,0.018633806728049693,0,0.15288051330988786,0.021556297495790577,0,5.06,Colusa,7.0,2016,2023
005300000000000049f3,2023_2024,1,2023-11-16,2023-11-30,0.2068112831248111,0.011172852046588782,0,0.16978618652372396,0.015362739251061418,0,8.94,Colusa,7.0,2016,2023
005300000000000049fb,2023_2024,1,2023-11-16,2023-11-30,0.30947426934061045,0.017455749957526714,0.7257098128513485,0.05006434309022705,0.021413604856732566,1.0,5.28,Colusa,7.0,2016,2023
00530000000000004a01,2023_2024,1,2023-11-16,2023-11-30,0.2804061435422987,0.04103679319401673,0.24412086168599934,0.030323840705417757,0.06270743478299382,0.9363254944822478,4.26,Colusa,7.0,2016,2023
00530000000000004a02,2023_2024,1,2023-11-16,2023-11-30,0.27586566894568004,0.023932761234311678,0.20351126668125136,0.020803143100988148,0.03858962461891056,0.99477685408007,2.74,Colusa,7.0,2016,2023
00530000000000004a06,2023_2024,1,2023-11-16,2023-11-30,0.2645670006877051,0.04400974295126946,0.1647667472094161,0.05965308882505072,0.05759246981731168,0.8161253502127217,5.06,Colusa,7.0,2016,2023
00530000000000004a07,2023_2024,1,2023-11-16,2023-11-30,0.26800394668449395,0.025339961112491774,0.036258170641963565,0.036632072281049005,0.03877256698038784,0.95911865287217,8.71,Colusa,7.0,2016,2023
00530000000000004a08,2023_2024,1,2023-11-16,2023-11-30,0.2636197411152359,0.021651948541396387,0.055975765996944586,0.05111173847938027,0.031466929443178214,0.9619681536513487,20.13,Colusa,7.0,2016,2023
