season,n_trends,n_train,n_assigned_all,lost_pct_train_only,lost_pct_after_all
20182019,192,187,192,2.6,0.0
20192020,192,171,192,10.9,0.0
20202021,192,176,192,8.3,0.0
20212022,192,175,192,8.9,0.0
20222023,192,176,192,8.3,0.0
20232024,192,188,192,2.1,0.0
