scope,n,corr_CMI_coverScore,auc_cmi_only,season
GLOBAL,1152,,,
SEASON_2018_2019,192,,,2018_2019
SEASON_2019_2020,192,,,2019_2020
SEASON_2020_2021,192,-0.2813561100806748,0.5730613425925927,2020_2021
SEASON_2021_2022,192,0.08001043925034432,0.7340844305687526,2021_2022
SEASON_2022_2023,192,,,2022_2023
SEASON_2023_2024,192,,,2023_2024
