season,silhouette,n
2018_2019,0.43717822326207567,3337
2019_2020,0.39824156286455165,2323
2020_2021,0.4021071155707246,3079
2021_2022,0.41527078818752367,2929
2022_2023,0.41793485518867535,3260
2023_2024,0.4460803998619256,2295
