season,orch_id,z_slope_Intensity,z_level_Intensity_t5,Q,K,cluster,best_soft,uncertain,label,CMI
2022_2023,005800000000000087ad,0.298523254057808,0.7951226229781454,0.5330126264636325,2,1,0.614710874074377,0,Cover,0.2408691454203062
2022_2023,005800000000000087ae,-0.7378524952455555,-1.2643385301163907,0.19618923440821676,2,0,0.7297015454196827,0,NoCover,-0.6685290232705465
2022_2023,005800000000000087af,0.4748343220748583,0.6082925475183057,0.4477758744624832,2,1,0.6054045234760167,0,Cover,-0.5249789132028486
2022_2023,005800000000000087b0,-0.7414739872035416,-0.8776937475433312,0.5751352336761437,2,0,0.7745303408623323,0,NoCover,-2.1891386065071976
2022_2023,005800000000000087b1,0.6585920636256947,0.3214290586832368,0.7032258512194565,2,1,0.5437156260971064,1,Cover,0.4632049746231934
2022_2023,005800000000000087b2,-0.6174083713763454,-0.9454962818974117,0.234572004144506,2,0,0.7760354594455767,0,NoCover,-2.2002686014922435
2022_2023,005800000000000087b3,0.3152954211978461,0.46354465961798086,0.632291634644573,2,0,0.5072710832233421,1,NoCover,0.6016845335094365
2022_2023,005800000000000087b4,-1.1310875927314847,-1.213377046251221,0.29021249837176427,2,0,0.7116993055887179,0,NoCover,-0.5268678392500966
2022_2023,005800000000000087b5,-1.0330716745563837,-1.345266421629503,0.3437217150586536,2,0,0.7081180984892941,0,NoCover,0.0651506871550949
2022_2023,005800000000000087b6,0.05850933795456452,0.0033474749699139972,0.5992410648472096,2,0,0.7800325962599983,0,NoCover,0.5857985706753737
2022_2023,005800000000000087b7,0.6363960716162744,-0.30671658724045553,0.4966245060321697,2,0,0.6323328242522896,0,NoCover,0.2495826006999001
2022_2023,005800000000000087b8,0.2645951420263761,-0.722258714997626,0.23470477154969657,2,0,0.748388370904477,0,NoCover,0.2162134046533039
2022_2023,005800000000000087ba,-0.09275044985860124,-1.0972029305366304,0.10623106129867121,2,0,0.7500989507426905,0,NoCover,0.0635574248827175
2022_2023,005800000000000087bb,-0.34223989910363484,-0.19860176823027412,0.3761310063246943,2,0,0.9405355583583026,0,NoCover,-0.1251598609167878
2022_2023,005800000000000087be,-0.0,-1.1288072329457997,0.28772288151266834,2,0,0.7378924167029338,0,NoCover,-0.0355040140780836
2022_2023,005800000000000087bf,0.1122030747891233,-0.8780611592128185,0.09187284171219216,2,0,0.7601169018557923,0,NoCover,0.4603415509898159
2022_2023,005800000000000087c3,-0.0,-0.7853061502218045,0.22758389724528552,2,0,0.7939731839795003,0,NoCover,0.6816411482176209
2022_2023,005800000000000087c4,-0.786546716739362,1.2499180384614033,0.6862557964710083,2,0,0.5167503042391943,1,NoCover,0.3889061452297229
2022_2023,005800000000000087c6,-0.12575636970521561,0.16074895426969812,0.6611207526075892,2,0,0.7653983353169947,0,NoCover,0.9541569925678084
2022_2023,005800000000000087c7,0.3204156466230888,-0.6535298987786428,0.4604320841808753,2,0,0.7395787170012268,0,NoCover,-1.7839056443658348
2022_2023,005800000000000087c8,-0.749334475720582,-0.7519115142082997,0.2674613659307822,2,0,0.7889270508150146,0,NoCover,-1.166920669033911
2022_2023,005800000000000087c9,0.2183717173227738,-0.014201575936001605,0.2704378893061069,2,0,0.7231902529188572,0,NoCover,-0.0003285360166568595
2022_2023,005800000000000087ca,0.42794465582074553,-0.4526524724017348,0.49046160750741397,2,0,0.7103629620628136,0,NoCover,-0.9771070345695833
2022_2023,005800000000000087cb,-0.03521514895490099,-0.1873808327184314,0.08480284727277106,2,0,0.8785305507161203,0,NoCover,0.4002175964010301
2022_2023,005800000000000087cd,2.233732750213965,0.5995823963886467,0.7622762705651747,2,1,0.6497107549776602,0,Cover,0.4883629064147919
2022_2023,005800000000000087cf,0.9766737385359076,-0.023551253395003063,0.6494020923477309,2,1,0.5080316432535774,1,Cover,-0.1755531010203781
2022_2023,005800000000000087d0,0.5971148183312168,1.721517093411645,0.5071623738072802,2,1,0.774034564772089,0,Cover,-1.259518007264738
2022_2023,005800000000000087d2,0.04306163002419888,-0.5758911190500864,0.41370491127528847,2,0,0.8250669182210463,0,NoCover,0.3210442069486669
2022_2023,005800000000000087d3,1.242546365300713,1.1924208997547785,0.5922226663610479,2,1,0.8744110296194786,0,Cover,-0.3461065441993389
2022_2023,005800000000000087d5,0.31338661000731993,-1.0364779745451496,0.12089709978036334,2,0,0.70952115365191,0,NoCover,0.1662024674478755
2022_2023,005800000000000087d7,0.8236493969128382,-0.28448544058587705,0.7537496173897608,2,0,0.5791342225333491,1,NoCover,0.6881275164156129
2022_2023,005800000000000087d8,0.8380337624394928,-0.7785224557427347,0.5922836986597105,2,0,0.6216793662408266,0,NoCover,-0.7213314220683605
2022_2023,005800000000000087d9,1.4393829691029094,-0.04946390909039391,0.8861983094242328,2,1,0.5608582734967429,1,Cover,0.0551695243997995
2022_2023,005800000000000087db,0.19808389474496246,-0.40691265092151435,0.4221502520134268,2,0,0.7901089330186769,0,NoCover,0.9153745238636084
2022_2023,005800000000000087e1,0.4796696890803651,-0.5266367528683574,0.4781452623077454,2,0,0.697041893050698,0,NoCover,0.5720729446087202
2022_2023,005800000000000087e4,0.0010419692281345024,0.3227500116742049,0.0,2,0,0.6631749313206227,0,NoCover,0.6780095267625612
2022_2023,005800000000000087e5,0.4470261642732232,0.49264398216222255,0.4705914513100069,2,1,0.5484838959860844,1,Cover,0.2689835651739802
2022_2023,005800000000000087ec,0.7354769853353272,0.3546662644783857,0.21016874960999266,2,1,0.576492235212195,1,Cover,-0.1857191532269773
2022_2023,005800000000000087ee,-0.8360016591492574,-0.6317355324698286,0.513366472015434,2,0,0.7880704007390854,0,NoCover,-1.3226875814204435
2022_2023,005800000000000087f1,1.132957504275962,0.5975908982339179,0.8689799626909175,2,1,0.7245109320781478,0,Cover,-0.2951333401945573
2022_2023,005800000000000087f4,0.7063609784191847,0.2715836040123435,0.5995489745195625,2,1,0.5378194269441533,1,Cover,0.6626171572393792
2022_2023,005800000000000087f5,0.3175007867525251,0.60620327203383,0.660355786437589,2,1,0.5512297595501483,1,Cover,0.4598538262614664
2022_2023,005800000000000087f7,0.006446262232948162,0.3051198247361948,0.16817466486784935,2,0,0.6694321521983032,0,NoCover,0.7931141635797168
2022_2023,005800000000000087f9,1.2921845555029354,0.8803567163636161,0.6790595779066632,2,1,0.804861850715463,0,Cover,0.3947309282985271
