orch_id,n_seasons,majority_cover_label,flip_count,uncertain_rate
00560000000000002bd1,6,Cover,3,0.5
005600000000000030ba,6,NoCover,3,0.5
005600000000000030bb,6,NoCover,3,0.3333333333333333
005600000000000030d5,6,NoCover,3,0.3333333333333333
005600000000000030e2,6,NoCover,1,0.0
005600000000000030f8,6,NoCover,2,0.0
005600000000000030fb,6,NoCover,1,0.0
005600000000000030fc,6,NoCover,1,0.16666666666666666
005600000000000030fd,6,NoCover,1,0.0
00560000000000003107,6,NoCover,1,0.0
00560000000000003109,6,Cover,3,0.5
0056000000000000310f,6,NoCover,1,0.0
00560000000000003110,6,NoCover,3,0.16666666666666666
00560000000000003111,6,NoCover,1,0.0
00560000000000003112,6,NoCover,1,0.16666666666666666
00560000000000003114,6,NoCover,1,0.0
00560000000000003115,6,NoCover,1,0.0
00560000000000003116,6,NoCover,1,0.0
00560000000000003117,6,NoCover,1,0.0
0056000000000000311a,6,NoCover,1,0.0
0056000000000000312a,6,NoCover,1,0.0
0056000000000000312b,6,NoCover,1,0.16666666666666666
0056000000000000312c,6,NoCover,1,0.0
0056000000000000312e,6,NoCover,1,0.16666666666666666
00560000000000003131,6,NoCover,1,0.0
00560000000000003132,6,NoCover,1,0.0
00560000000000003134,6,NoCover,1,0.0
00560000000000003135,6,NoCover,1,0.0
00560000000000003136,6,NoCover,1,0.0
0056000000000000313e,6,NoCover,1,0.0
0056000000000000313f,6,NoCover,1,0.0
00560000000000003142,6,NoCover,2,0.16666666666666666
00560000000000003144,6,NoCover,4,0.3333333333333333
00560000000000003147,6,NoCover,1,0.5
00560000000000003148,6,NoCover,3,0.5
00560000000000003149,6,NoCover,2,0.16666666666666666
0056000000000000314c,6,NoCover,1,0.3333333333333333
0056000000000000314d,6,Cover,5,0.0
005600000000000031b5,6,NoCover,1,0.0
005600000000000031ba,6,NoCover,1,0.3333333333333333
005600000000000031bc,6,NoCover,3,0.3333333333333333
005600000000000031be,6,NoCover,2,0.5
005600000000000031bf,6,NoCover,2,0.3333333333333333
005600000000000031c0,6,Cover,3,0.0
005600000000000031c1,6,NoCover,2,0.3333333333333333
005600000000000031c2,6,NoCover,2,0.16666666666666666
005600000000000031c3,6,NoCover,4,0.3333333333333333
005600000000000031c6,6,NoCover,1,0.16666666666666666
005600000000000031c7,6,NoCover,1,0.3333333333333333
005600000000000031c9,6,Cover,2,0.6666666666666666
005600000000000031ca,6,NoCover,3,0.16666666666666666
005600000000000031cb,6,NoCover,2,0.16666666666666666
005600000000000031cd,6,NoCover,1,0.0
005600000000000031cf,6,NoCover,3,0.16666666666666666
005600000000000031d1,6,NoCover,4,0.5
005600000000000031d2,6,NoCover,3,0.3333333333333333
005600000000000031d3,6,NoCover,3,0.8333333333333334
005600000000000031d4,6,Cover,5,0.6666666666666666
005600000000000031d5,6,Cover,4,0.16666666666666666
005600000000000031d6,6,NoCover,2,0.3333333333333333
005600000000000031d7,6,Cover,1,0.16666666666666666
005600000000000031d8,6,Cover,3,0.3333333333333333
005600000000000031d9,6,NoCover,1,0.16666666666666666
005600000000000031da,6,NoCover,2,0.6666666666666666
005600000000000031db,6,NoCover,3,0.16666666666666666
005600000000000031dd,6,Cover,3,0.16666666666666666
005600000000000031df,6,NoCover,1,0.3333333333333333
005600000000000031e0,6,NoCover,1,0.0
005600000000000031e1,6,NoCover,2,0.6666666666666666
005600000000000031e2,6,NoCover,2,0.6666666666666666
005600000000000031e3,6,NoCover,2,0.5
005600000000000031e4,6,NoCover,1,0.3333333333333333
005600000000000031e5,6,Cover,5,0.5
005600000000000031e6,6,Cover,4,0.3333333333333333
005600000000000031e7,6,Cover,5,0.5
005600000000000031e8,6,NoCover,3,0.16666666666666666
005600000000000031e9,6,Cover,5,0.5
005600000000000031ea,6,NoCover,3,0.5
005600000000000031eb,6,Cover,3,0.5
005600000000000031ec,6,NoCover,2,0.5
005600000000000031ed,6,NoCover,2,0.3333333333333333
005600000000000031ee,6,NoCover,3,0.6666666666666666
005600000000000031ef,6,NoCover,2,0.5
005600000000000031f0,6,Cover,2,0.6666666666666666
005600000000000031f1,6,Cover,3,0.6666666666666666
005600000000000031f2,6,NoCover,2,0.5
005600000000000031f3,6,NoCover,2,0.16666666666666666
005600000000000031f5,6,NoCover,4,0.8333333333333334
005600000000000031f6,6,NoCover,3,0.5
005600000000000031f7,6,NoCover,3,0.5
005600000000000031f8,6,NoCover,2,0.5
005600000000000031f9,6,Cover,3,0.6666666666666666
005600000000000031fa,6,Cover,3,0.6666666666666666
005600000000000031fb,6,Cover,3,0.5
005600000000000031fc,6,NoCover,4,0.3333333333333333
005600000000000031fd,6,NoCover,2,0.3333333333333333
005600000000000031fe,6,NoCover,4,0.3333333333333333
005600000000000031ff,6,Cover,1,0.16666666666666666
00560000000000003200,6,Cover,1,0.3333333333333333
00560000000000003201,6,Cover,1,0.5
00560000000000003202,6,NoCover,6,0.5
00560000000000003203,6,Cover,1,0.5
00560000000000003204,6,NoCover,2,0.3333333333333333
00560000000000003205,6,NoCover,4,0.0
00560000000000003206,6,Cover,1,0.16666666666666666
00560000000000003207,6,NoCover,3,0.8333333333333334
00560000000000003208,6,Cover,3,0.0
00560000000000003209,6,NoCover,1,0.3333333333333333
0056000000000000320a,6,NoCover,1,0.0
0056000000000000320b,6,Cover,2,0.5
0056000000000000320c,6,NoCover,3,0.8333333333333334
0056000000000000320d,6,Cover,2,0.5
0056000000000000320e,6,Cover,3,0.6666666666666666
0056000000000000320f,6,Cover,2,0.3333333333333333
00560000000000003210,6,NoCover,3,0.16666666666666666
00560000000000003211,6,Cover,2,0.3333333333333333
00560000000000003212,6,Cover,2,0.6666666666666666
00560000000000003213,6,Cover,5,0.3333333333333333
00560000000000003214,6,Cover,5,0.3333333333333333
00560000000000003215,6,Cover,5,0.5
00560000000000003216,6,Cover,5,0.16666666666666666
00560000000000003217,6,NoCover,2,0.16666666666666666
00560000000000003218,6,NoCover,3,0.3333333333333333
00560000000000003219,6,NoCover,1,0.0
0056000000000000321a,6,NoCover,2,0.3333333333333333
0056000000000000321b,6,NoCover,4,0.16666666666666666
0056000000000000321c,6,Cover,3,0.5
0056000000000000321e,6,NoCover,4,0.5
0056000000000000321f,6,NoCover,2,0.16666666666666666
00560000000000003220,6,Cover,3,0.16666666666666666
00560000000000003221,6,NoCover,1,0.0
00560000000000003222,6,NoCover,1,0.0
00560000000000003223,6,NoCover,1,0.0
00560000000000003224,6,NoCover,1,0.3333333333333333
00560000000000003225,6,NoCover,1,0.0
00560000000000003226,6,NoCover,1,0.0
00560000000000003227,6,NoCover,1,0.0
00560000000000003228,6,NoCover,1,0.0
0056000000000000322a,6,NoCover,1,0.0
0056000000000000322b,6,NoCover,1,0.0
0056000000000000322c,6,NoCover,2,0.16666666666666666
0056000000000000322d,6,Cover,3,0.3333333333333333
0056000000000000322e,6,NoCover,2,0.0
0056000000000000322f,6,Cover,3,0.3333333333333333
00560000000000003231,6,NoCover,1,0.16666666666666666
00560000000000003232,6,NoCover,1,0.0
00560000000000003233,6,NoCover,1,0.0
00560000000000003234,6,NoCover,1,0.0
00560000000000003235,6,NoCover,1,0.0
00560000000000003236,6,NoCover,1,0.16666666666666666
00560000000000003237,6,NoCover,6,0.5
00560000000000003238,6,NoCover,1,0.0
00560000000000003239,6,NoCover,1,0.16666666666666666
0056000000000000323a,6,NoCover,1,0.3333333333333333
0056000000000000323b,6,NoCover,3,0.16666666666666666
0056000000000000323c,6,NoCover,3,0.16666666666666666
0056000000000000323d,6,NoCover,1,0.3333333333333333
0056000000000000323e,6,Cover,3,0.5
0056000000000000323f,6,Cover,3,0.5
00560000000000003240,6,Cover,3,0.3333333333333333
00560000000000003241,6,NoCover,2,0.3333333333333333
00560000000000003242,6,Cover,4,0.3333333333333333
00560000000000003243,6,NoCover,1,0.0
00560000000000003244,6,NoCover,1,0.16666666666666666
00560000000000003245,6,NoCover,1,0.8333333333333334
00560000000000003246,6,NoCover,3,0.16666666666666666
00560000000000003247,6,NoCover,1,0.16666666666666666
00560000000000003248,6,Cover,3,0.3333333333333333
00560000000000003249,6,NoCover,1,0.6666666666666666
0056000000000000324a,6,NoCover,1,0.3333333333333333
0056000000000000324b,6,NoCover,3,0.6666666666666666
0056000000000000324c,6,NoCover,1,0.5
0056000000000000324d,6,NoCover,4,0.16666666666666666
0056000000000000324e,6,NoCover,1,0.16666666666666666
0056000000000000324f,6,Cover,3,0.16666666666666666
00560000000000003250,6,NoCover,1,0.3333333333333333
00560000000000003252,6,NoCover,1,0.3333333333333333
00560000000000003253,6,NoCover,1,0.0
00560000000000003254,6,NoCover,1,0.0
00560000000000003256,6,NoCover,1,0.0
00560000000000003257,6,NoCover,3,0.0
00560000000000003258,6,NoCover,1,0.16666666666666666
00560000000000003259,6,NoCover,3,0.16666666666666666
0056000000000000325a,6,NoCover,1,0.3333333333333333
0056000000000000325b,6,NoCover,2,0.5
0056000000000000325c,6,NoCover,1,0.6666666666666666
0056000000000000325d,6,NoCover,2,0.16666666666666666
0056000000000000325f,6,NoCover,1,0.0
00560000000000003260,6,NoCover,1,0.16666666666666666
00560000000000003261,6,NoCover,3,0.6666666666666666
00560000000000003262,6,NoCover,2,0.3333333333333333
00560000000000003263,6,NoCover,1,0.0
00560000000000003265,6,NoCover,1,0.8333333333333334
00560000000000003266,6,NoCover,2,0.3333333333333333
00560000000000003267,6,NoCover,1,0.0
00560000000000003268,6,NoCover,2,0.3333333333333333
00560000000000003269,6,NoCover,1,0.0
0056000000000000326a,6,NoCover,1,0.0
0056000000000000326c,6,NoCover,1,0.0
0056000000000000326d,6,NoCover,1,0.5
0056000000000000326e,6,NoCover,1,0.3333333333333333
0056000000000000326f,6,NoCover,1,0.0
00560000000000003270,6,NoCover,3,0.0
00560000000000003272,6,NoCover,2,1.0
00560000000000003273,6,NoCover,3,0.0
00560000000000003274,6,NoCover,1,0.8333333333333334
00560000000000003276,6,NoCover,1,0.0
00560000000000003277,6,NoCover,1,0.3333333333333333
00560000000000003278,6,NoCover,2,0.3333333333333333
00560000000000003279,6,NoCover,1,0.6666666666666666
0056000000000000327a,6,NoCover,1,0.5
0056000000000000327b,6,NoCover,1,0.0
0056000000000000327c,6,NoCover,3,0.3333333333333333
0056000000000000327d,6,NoCover,1,0.0
0056000000000000327e,6,NoCover,1,0.0
0056000000000000327f,6,NoCover,1,0.0
00560000000000003280,6,NoCover,2,0.0
00560000000000003281,6,NoCover,1,0.16666666666666666
00560000000000003282,6,NoCover,1,0.16666666666666666
00560000000000003283,6,NoCover,1,0.0
00560000000000003285,6,NoCover,2,0.5
00560000000000003286,6,NoCover,1,0.0
00560000000000003288,6,NoCover,2,0.0
00560000000000003289,6,Cover,4,0.16666666666666666
0056000000000000328a,6,NoCover,1,0.0
0056000000000000328b,6,NoCover,1,0.16666666666666666
0056000000000000328c,6,NoCover,1,0.0
0056000000000000328d,6,NoCover,1,0.16666666666666666
0056000000000000328f,6,NoCover,1,0.0
00560000000000003290,6,NoCover,1,0.3333333333333333
00560000000000003291,6,NoCover,1,0.0
00560000000000003293,6,NoCover,1,0.16666666666666666
00560000000000003295,6,NoCover,1,0.3333333333333333
00560000000000003296,6,NoCover,1,0.5
00560000000000003297,6,NoCover,1,0.0
00560000000000003298,6,NoCover,1,0.0
00560000000000003299,6,NoCover,4,0.6666666666666666
0056000000000000329a,6,NoCover,1,0.0
0056000000000000329b,6,NoCover,1,0.16666666666666666
0056000000000000329c,6,NoCover,1,0.16666666666666666
0056000000000000329d,6,NoCover,1,0.0
0056000000000000329e,6,NoCover,4,0.6666666666666666
0056000000000000329f,6,NoCover,1,0.0
005600000000000032a0,6,NoCover,1,0.16666666666666666
005600000000000032a1,6,NoCover,1,0.16666666666666666
005600000000000032a2,6,Cover,2,0.8333333333333334
005600000000000032a4,6,NoCover,1,0.16666666666666666
005600000000000032a6,6,NoCover,1,0.0
005600000000000032a7,6,NoCover,1,0.0
005600000000000032a8,6,NoCover,1,0.0
005600000000000032aa,6,NoCover,1,0.0
005600000000000032ab,6,NoCover,2,0.0
005600000000000032ac,6,NoCover,1,0.16666666666666666
005600000000000032ad,6,Cover,1,0.0
005600000000000032ae,6,Cover,2,0.3333333333333333
005600000000000032af,6,NoCover,1,0.0
005600000000000032b0,6,NoCover,1,0.0
005600000000000032b1,6,NoCover,1,0.3333333333333333
005600000000000032b3,6,NoCover,1,0.0
005600000000000032b4,6,NoCover,1,0.0
005600000000000032b5,6,NoCover,1,0.16666666666666666
005600000000000032b8,6,NoCover,1,0.5
005600000000000032b9,6,NoCover,2,0.16666666666666666
005600000000000032ba,6,NoCover,1,0.3333333333333333
005600000000000032bb,6,NoCover,2,0.16666666666666666
005600000000000032bc,6,NoCover,3,0.5
005600000000000032be,6,NoCover,3,0.5
005600000000000032bf,6,NoCover,3,0.3333333333333333
005600000000000032c0,6,NoCover,3,0.6666666666666666
005600000000000032c1,6,NoCover,3,0.6666666666666666
005600000000000032c2,6,NoCover,2,0.3333333333333333
005600000000000032c3,6,NoCover,2,0.16666666666666666
005600000000000032c4,6,Cover,3,0.5
005600000000000032c5,6,NoCover,3,0.8333333333333334
005600000000000032c7,6,NoCover,3,0.6666666666666666
005600000000000032c8,6,NoCover,3,0.16666666666666666
005600000000000032c9,6,NoCover,3,0.6666666666666666
005600000000000032ca,6,NoCover,2,0.16666666666666666
005600000000000032cb,6,Cover,4,0.5
005600000000000032cc,6,NoCover,3,0.16666666666666666
005600000000000032cd,6,Cover,1,0.16666666666666666
005600000000000032ce,6,Cover,3,0.16666666666666666
005600000000000032cf,6,Cover,4,0.5
005600000000000032d0,6,Cover,2,0.5
005600000000000032d1,6,Cover,3,0.5
005600000000000032d2,6,Cover,3,0.6666666666666666
005600000000000032d3,6,Cover,3,0.5
005600000000000032d4,6,Cover,2,0.5
005600000000000032d5,6,NoCover,3,0.16666666666666666
005600000000000032d6,6,Cover,3,0.5
005600000000000032d7,6,NoCover,3,0.5
005600000000000032d8,6,NoCover,1,0.3333333333333333
005600000000000032d9,6,Cover,3,0.5
005600000000000032da,6,NoCover,2,0.3333333333333333
005600000000000032db,6,Cover,3,0.6666666666666666
005600000000000032dc,6,Cover,2,0.5
005600000000000032de,6,Cover,3,0.6666666666666666
005600000000000032e0,6,NoCover,3,0.16666666666666666
005600000000000032e1,6,Cover,3,0.5
005600000000000032e2,6,Cover,3,0.8333333333333334
005600000000000032e4,6,NoCover,2,0.16666666666666666
005600000000000032e5,6,Cover,3,0.6666666666666666
005600000000000032e6,6,NoCover,5,0.3333333333333333
005600000000000032e8,6,Cover,3,0.6666666666666666
005600000000000032e9,6,Cover,3,0.5
005600000000000032ea,6,Cover,3,0.6666666666666666
005600000000000032eb,6,NoCover,3,0.6666666666666666
005600000000000032ec,6,NoCover,4,0.6666666666666666
005600000000000032ed,6,Cover,3,0.5
005600000000000032f1,6,NoCover,1,0.5
005600000000000032f2,6,NoCover,1,0.0
005600000000000032f3,6,Cover,3,0.5
005600000000000032f4,6,NoCover,1,0.5
005600000000000032f5,6,Cover,3,0.3333333333333333
005600000000000032f6,6,Cover,3,0.5
005600000000000032f9,6,Cover,4,0.6666666666666666
005600000000000032fa,6,Cover,3,0.5
005600000000000032fb,6,NoCover,2,0.5
005600000000000032fc,6,NoCover,2,0.6666666666666666
005600000000000032fd,6,Cover,3,0.5
005600000000000032fe,6,Cover,3,0.6666666666666666
0056000000000000330a,6,NoCover,1,0.0
0056000000000000330b,6,NoCover,1,0.16666666666666666
0056000000000000330c,6,NoCover,1,0.0
0056000000000000330d,6,NoCover,1,0.0
0056000000000000330e,6,Cover,1,0.5
0056000000000000330f,6,NoCover,3,0.5
00560000000000003310,6,NoCover,1,0.0
00560000000000003311,6,NoCover,1,0.16666666666666666
00560000000000003312,6,NoCover,1,0.16666666666666666
00560000000000003313,6,NoCover,1,0.16666666666666666
00560000000000003314,6,NoCover,1,0.16666666666666666
00560000000000003315,6,NoCover,1,0.0
00560000000000003316,6,NoCover,1,0.0
00560000000000003317,6,NoCover,1,0.0
00560000000000003318,6,NoCover,5,0.6666666666666666
00560000000000003319,6,NoCover,1,0.0
0056000000000000331a,6,NoCover,2,0.16666666666666666
0056000000000000331b,6,NoCover,1,0.3333333333333333
0056000000000000331c,6,NoCover,1,0.0
0056000000000000331d,6,NoCover,1,0.16666666666666666
0056000000000000331e,6,NoCover,1,0.3333333333333333
0056000000000000331f,6,NoCover,1,0.16666666666666666
00560000000000003320,6,NoCover,1,0.0
00560000000000003321,6,NoCover,2,0.3333333333333333
00560000000000003322,6,NoCover,1,0.8333333333333334
00560000000000003323,6,NoCover,1,0.5
00560000000000003324,6,NoCover,1,0.8333333333333334
00560000000000003325,6,NoCover,1,0.16666666666666666
00560000000000003327,6,NoCover,1,0.16666666666666666
00560000000000003328,6,NoCover,3,0.3333333333333333
00560000000000003329,6,NoCover,1,0.16666666666666666
0056000000000000332a,6,NoCover,1,0.16666666666666666
0056000000000000332b,6,NoCover,1,0.0
0056000000000000332c,6,NoCover,1,0.16666666666666666
0056000000000000332d,6,NoCover,1,0.5
0056000000000000332f,6,NoCover,1,0.0
00560000000000003330,6,NoCover,1,0.6666666666666666
00560000000000003331,6,Cover,4,0.5
00560000000000003332,6,NoCover,1,0.3333333333333333
00560000000000003333,6,NoCover,1,0.16666666666666666
00560000000000003334,6,NoCover,3,0.0
00560000000000003335,6,NoCover,1,0.0
00560000000000003336,6,NoCover,3,0.3333333333333333
00560000000000003337,6,NoCover,3,0.16666666666666666
00560000000000003338,6,NoCover,1,0.3333333333333333
00560000000000003339,6,NoCover,1,0.3333333333333333
0056000000000000333c,6,NoCover,2,0.5
0056000000000000333e,6,NoCover,3,0.0
0056000000000000333f,6,NoCover,1,0.16666666666666666
00560000000000003340,6,NoCover,3,0.16666666666666666
00560000000000003341,6,NoCover,1,0.0
00560000000000003342,6,NoCover,1,0.5
00560000000000003344,6,NoCover,1,0.3333333333333333
00560000000000003345,6,NoCover,1,0.16666666666666666
00560000000000003346,6,NoCover,1,0.0
00560000000000003347,6,NoCover,1,0.5
00560000000000003348,6,NoCover,1,0.16666666666666666
00560000000000003349,6,NoCover,1,0.0
0056000000000000334a,6,NoCover,1,0.0
0056000000000000334b,6,NoCover,1,0.0
0056000000000000334c,6,NoCover,2,0.16666666666666666
0056000000000000334d,6,NoCover,1,0.16666666666666666
0056000000000000334e,6,NoCover,1,0.16666666666666666
0056000000000000334f,6,NoCover,4,0.3333333333333333
00560000000000003350,6,NoCover,1,0.0
00560000000000003351,6,NoCover,1,0.16666666666666666
00560000000000003353,6,NoCover,3,0.8333333333333334
00560000000000003354,6,NoCover,1,0.0
00560000000000003355,6,NoCover,3,0.0
00560000000000003356,6,NoCover,1,0.16666666666666666
00560000000000003357,6,NoCover,1,0.5
00560000000000003358,6,NoCover,2,0.0
00560000000000003359,6,NoCover,3,0.16666666666666666
0056000000000000335a,6,NoCover,1,0.16666666666666666
0056000000000000335b,6,NoCover,1,0.16666666666666666
0056000000000000335c,6,NoCover,1,0.6666666666666666
0056000000000000335d,6,NoCover,3,0.8333333333333334
0056000000000000335e,6,NoCover,1,0.16666666666666666
0056000000000000335f,6,NoCover,1,0.0
00560000000000003360,6,NoCover,1,0.0
00560000000000003361,6,NoCover,1,0.0
00560000000000003362,6,NoCover,1,0.0
00560000000000003363,6,NoCover,1,0.0
00560000000000003364,6,NoCover,1,0.16666666666666666
00560000000000003365,6,NoCover,1,0.0
00560000000000003366,6,NoCover,1,0.0
00560000000000003367,6,NoCover,1,0.0
00560000000000003368,6,NoCover,1,0.3333333333333333
00560000000000003369,6,NoCover,1,0.3333333333333333
0056000000000000336a,6,NoCover,1,0.3333333333333333
0056000000000000336b,6,NoCover,1,0.3333333333333333
0056000000000000336c,6,NoCover,1,0.16666666666666666
0056000000000000336d,6,NoCover,1,0.16666666666666666
0056000000000000336e,6,NoCover,1,0.16666666666666666
0056000000000000336f,6,NoCover,1,0.0
00560000000000003370,6,NoCover,1,0.16666666666666666
00560000000000003371,6,NoCover,2,0.16666666666666666
00560000000000003372,6,NoCover,1,0.16666666666666666
00560000000000003373,6,NoCover,3,0.3333333333333333
00560000000000003374,6,NoCover,1,0.16666666666666666
00560000000000003375,6,NoCover,1,0.16666666666666666
00560000000000003376,6,NoCover,1,0.0
00560000000000003377,6,NoCover,1,0.16666666666666666
00560000000000003378,6,NoCover,1,0.0
0056000000000000337a,6,NoCover,1,0.16666666666666666
0056000000000000337b,6,NoCover,1,0.0
0056000000000000337c,6,NoCover,1,0.0
0056000000000000337d,6,NoCover,1,0.16666666666666666
0056000000000000337e,6,NoCover,1,0.3333333333333333
0056000000000000337f,6,NoCover,2,0.6666666666666666
00560000000000003380,6,NoCover,1,0.16666666666666666
00560000000000003381,6,NoCover,1,0.16666666666666666
00560000000000003382,6,NoCover,1,0.0
00560000000000003383,6,NoCover,1,0.0
00560000000000003384,6,NoCover,2,0.16666666666666666
00560000000000003385,6,NoCover,2,0.3333333333333333
00560000000000003386,6,NoCover,2,0.3333333333333333
00560000000000003387,6,NoCover,1,0.3333333333333333
00560000000000003388,6,NoCover,1,0.16666666666666666
00560000000000003389,6,NoCover,1,0.0
0056000000000000338a,6,NoCover,5,0.8333333333333334
0056000000000000338b,6,NoCover,1,0.0
0056000000000000338c,6,NoCover,2,0.3333333333333333
0056000000000000338d,6,NoCover,2,0.6666666666666666
0056000000000000338e,6,NoCover,2,0.0
0056000000000000338f,6,NoCover,2,0.3333333333333333
00560000000000003390,6,NoCover,2,0.0
00560000000000003391,6,NoCover,1,0.0
00560000000000003392,6,NoCover,2,0.0
00560000000000003393,6,NoCover,1,0.16666666666666666
00560000000000003394,6,NoCover,1,0.16666666666666666
00560000000000003395,6,NoCover,2,0.3333333333333333
00560000000000003396,6,NoCover,2,0.5
00560000000000003397,6,NoCover,1,0.0
00560000000000003398,6,NoCover,2,0.3333333333333333
00560000000000003399,6,NoCover,2,0.3333333333333333
0056000000000000339a,6,NoCover,2,0.3333333333333333
0056000000000000339b,6,NoCover,2,0.6666666666666666
0056000000000000339c,6,NoCover,2,0.3333333333333333
0056000000000000339d,6,NoCover,1,0.3333333333333333
0056000000000000339e,6,NoCover,2,0.16666666666666666
0056000000000000339f,6,NoCover,2,0.8333333333333334
005600000000000033a0,6,NoCover,1,0.0
005600000000000033a1,6,NoCover,2,0.5
005600000000000033a2,6,NoCover,1,0.16666666666666666
005600000000000033a3,6,NoCover,3,0.3333333333333333
005600000000000033a4,6,NoCover,1,0.0
005600000000000033a5,6,NoCover,2,0.5
005600000000000033a7,6,NoCover,1,0.16666666666666666
005600000000000033a8,6,NoCover,1,0.16666666666666666
005600000000000033a9,6,NoCover,3,0.6666666666666666
005600000000000033ab,6,NoCover,1,0.16666666666666666
005600000000000033ac,6,NoCover,1,0.3333333333333333
005600000000000033ad,6,NoCover,1,0.16666666666666666
005600000000000033ae,6,NoCover,1,0.16666666666666666
005600000000000033af,6,NoCover,1,0.3333333333333333
005600000000000033b0,6,Cover,3,0.5
005600000000000033b1,6,NoCover,1,0.16666666666666666
005600000000000033b2,6,NoCover,1,0.16666666666666666
005600000000000033b3,6,NoCover,5,0.3333333333333333
005600000000000033b4,6,NoCover,1,0.0
005600000000000033b5,6,NoCover,1,0.3333333333333333
005600000000000033b6,6,NoCover,1,0.0
005600000000000033b7,6,NoCover,1,0.16666666666666666
005600000000000033b8,6,NoCover,1,0.16666666666666666
005600000000000033b9,6,NoCover,1,0.3333333333333333
005600000000000033ba,6,NoCover,2,0.6666666666666666
005600000000000033bb,6,NoCover,1,0.0
005600000000000033bc,6,NoCover,1,0.16666666666666666
005600000000000033bd,6,NoCover,1,0.5
005600000000000033be,6,NoCover,1,0.0
005600000000000033bf,6,NoCover,1,0.3333333333333333
005600000000000033c0,6,NoCover,1,0.0
005600000000000033c1,6,NoCover,3,0.3333333333333333
005600000000000033c2,6,NoCover,1,0.3333333333333333
005600000000000033c3,6,NoCover,1,0.16666666666666666
005600000000000033c4,6,NoCover,3,0.3333333333333333
005600000000000033c5,6,NoCover,3,0.5
005600000000000033c6,6,NoCover,1,0.0
005600000000000033c7,6,NoCover,2,0.0
005600000000000033c9,6,NoCover,1,0.0
005600000000000033ca,6,NoCover,3,0.8333333333333334
005600000000000033cb,6,NoCover,1,0.16666666666666666
005600000000000033cc,6,NoCover,1,0.0
005600000000000033cd,6,NoCover,3,0.5
005600000000000033cf,6,NoCover,1,0.0
005600000000000033d0,6,NoCover,1,0.3333333333333333
005600000000000033d2,6,NoCover,1,0.3333333333333333
005600000000000033d3,6,NoCover,5,0.16666666666666666
005600000000000033d4,6,NoCover,1,0.16666666666666666
005600000000000033d5,6,NoCover,1,0.16666666666666666
005600000000000033d6,6,NoCover,1,0.0
005600000000000033d7,6,NoCover,1,0.16666666666666666
