season,silhouette,n
2018_2019,0.389967701655054,2083
2019_2020,0.36687454906164296,1763
2020_2021,0.3308782363985858,1847
2021_2022,0.4028764392630852,1701
2022_2023,0.37637791893535,2102
2023_2024,0.42145230058984223,1944
