season,n_trends,n_train,n_assigned_all,lost_pct_train_only,lost_pct_after_all
20172018,2505,0,0,100.0,100.0
20182019,2505,2083,2505,16.8,0.0
20192020,2505,1763,2505,29.6,0.0
20202021,2505,1847,2505,26.3,0.0
20212022,2505,1701,2505,32.1,0.0
20222023,2505,2102,2505,16.1,0.0
20232024,2505,1944,2505,22.4,0.0
