orch_id,cluster_role_mapped,best_soft_norm,uncertain,flipped_this_season,streak_len_current,time_since_last_flip,npts_total,env_z_season,stratum
005600000000000030e9,Bare,0.2587633803554389,False,False,6.0,,5,-2.005280055969736,Mid
005600000000000030ea,Bare,0.29929210269667766,False,False,6.0,,5,-1.8525257150305359,Mid
005600000000000030eb,Bare,0.31235390490368253,False,False,6.0,,5,-1.7641375500556422,Mid
005600000000000030ec,Bare,0.32416082007935915,False,False,6.0,,5,-1.6991617549328466,Mid
005600000000000030ed,Bare,0.43416731673860487,False,False,6.0,,5,-1.3275425699883159,Mid
005600000000000030ee,Bare,0.6308247193506705,False,False,6.0,,4,-0.8537852532588185,Mid
005600000000000030ef,Bare,0.6381177120536948,False,False,6.0,,4,0.11487835601873268,Mid
005600000000000030f0,Bare,0.4556130201482851,False,False,6.0,,5,-1.2409473971688691,Mid
005600000000000030f1,Bare,0.0,True,False,6.0,,4,0.5611776087991832,Mid
005600000000000030f2,Bare,0.9138118970795274,False,False,6.0,,5,-0.27077756739488845,Mid
005600000000000030f3,Bare,0.3826519794082162,False,False,6.0,,5,-1.4573067282164154,Mid
005600000000000030f4,Bare,0.31857001455154954,False,False,6.0,,5,-1.849443719308784,Mid
005600000000000030f6,Bare,1.0,False,False,6.0,,5,-0.08015852477404703,Mid
005600000000000030f7,Bare,1.0,False,False,6.0,,5,-0.14241010292343634,Mid
005600000000000030f9,Bare,0.33245665049956546,False,False,6.0,,5,-1.643323811709784,Mid
005600000000000030fa,Bare,0.6953524118303934,False,False,6.0,,5,-0.7462190744396049,Mid
005600000000000030fe,Bare,1.0,False,False,6.0,,5,-0.30673836427864776,Mid
005600000000000030ff,Bare,0.8892057031233558,False,False,6.0,,5,-0.4565438035067601,Mid
00560000000000003100,Bare,0.6423586357501588,False,False,6.0,,4,-0.9049409122511425,Mid
00560000000000003101,Bare,1.0,False,False,6.0,,5,-0.4043994066479301,Mid
00560000000000003102,Bare,0.2434034008479429,False,False,6.0,,5,-1.9576250432347455,Mid
00560000000000003103,Bare,0.5981354733220192,False,False,6.0,,5,-0.9136120113662564,Mid
00560000000000003104,Bare,1.0,False,False,6.0,,4,-0.26336384025323756,Mid
00560000000000003105,Bare,0.7743786438161663,False,False,6.0,,5,-0.6466635821995351,Mid
00560000000000003106,Bare,0.6063586146668355,False,False,6.0,,5,-0.9866183404886761,Mid
00560000000000003108,Bare,0.5393120252298401,False,False,6.0,,4,0.20923947386181624,Mid
0056000000000000310a,Bare,0.9146764957928498,False,False,6.0,,4,-0.4152128691066187,Mid
0056000000000000310b,Bare,0.9850890912059761,False,False,6.0,,5,-0.014809887001281205,Mid
0056000000000000310c,Bare,0.8997567855071162,False,False,6.0,,4,0.013757823997284277,Mid
0056000000000000310d,Bare,0.5797580313472979,False,False,6.0,,5,-0.7650376926965429,Mid
0056000000000000310e,Bare,0.9228945061082166,False,False,6.0,,5,-0.4514134191203587,Mid
00560000000000003110,Bare,0.26162746059666747,False,True,1.0,0.0,4,-2.003401703140007,Mid
00560000000000003113,Bare,0.900061583816503,False,False,6.0,,5,-0.43127390827716205,Mid
00560000000000003118,Bare,0.5935661781591131,False,False,6.0,,5,0.21568895460813348,Mid
