orch_id,cluster_role_mapped,best_soft_norm,uncertain,flipped_this_season,streak_len_current,time_since_last_flip,npts_total,env_z_season,stratum
0053000000000000485d,Cover,0.0,True,False,1.0,,3,0.5763802697615296,Young
0053000000000000487a,Cover,0.18079839570605166,False,False,1.0,,5,1.5455840372708372,Old
005300000000000048fd,Bare,0.2333485512139021,False,False,1.0,,5,-1.1154144665136911,Young
005300000000000048ff,Bare,0.26771736912630323,False,False,1.0,,5,-1.4571997860810804,Old
0053000000000000490e,Cover,0.0,True,False,1.0,,5,-0.8180206162711751,Young
00530000000000004910,Cover,0.18492436595463946,False,False,1.0,,5,0.06492844781502985,Young
00530000000000004911,Bare,0.03928386476136663,True,False,1.0,,5,-1.0091069223955595,Young
00530000000000004912,Bare,0.0,True,False,1.0,,5,-1.1611223017522048,Young
0053000000000000492c,Bare,0.7425532330040724,False,False,1.0,,3,-0.45887139137931726,Young
00530000000000004932,Bare,0.6643813836306697,False,False,1.0,,3,-0.7350656269703767,
00530000000000004942,Cover,1.0,False,False,1.0,,3,0.7602396916493912,Young
00530000000000004943,Cover,0.46607169560292544,False,False,1.0,,3,0.3552420381620405,Young
005300000000000049f1,Bare,0.06455395286361024,True,False,1.0,,5,0.6677141540412537,Old
005300000000000049f2,Cover,0.1630659452765152,False,False,1.0,,5,1.3833188647147694,Old
005300000000000049f3,Cover,0.16681778824307925,False,False,1.0,,5,1.3510599604349602,Old
005300000000000049fb,Bare,0.2749975821808329,False,False,1.0,,3,-0.1063858416105226,Old
00530000000000004a01,Bare,0.257765974678054,False,False,1.0,,3,0.5549486787138583,Old
00530000000000004a02,Bare,0.11548245420268544,True,False,1.0,,3,0.10278810972182092,Old
00530000000000004a06,Bare,0.830940817358386,False,False,1.0,,3,-0.46015711137190524,Old
00530000000000004a07,Bare,0.6698655041966176,False,False,1.0,,3,0.05232550533477409,Old
00530000000000004a08,Bare,0.719449783981504,False,False,1.0,,3,0.009445408561585385,Old
00530000000000004a09,Bare,0.1087293401713116,True,False,1.0,,3,0.8181753354557652,Old
00530000000000004a0b,Bare,0.19902679921467945,False,False,1.0,,3,0.6471308881841534,Old
00530000000000004a0f,Bare,0.5660419426971525,False,False,1.0,,3,-0.25726372221249294,Old
00530000000000004ae6,Bare,0.0,True,False,1.0,,3,2.300388343938239,Old
00530000000000004ae7,Cover,0.0,True,False,1.0,,3,2.5455273484822767,Old
00530000000000004b2b,Bare,0.5054634445414544,False,False,1.0,,3,0.30858902295223956,Old
00530000000000004b2d,Cover,1.0,False,False,1.0,,5,0.9854263960816179,Old
00530000000000004c25,Cover,0.2051947744844976,False,False,1.0,,3,3.0,Young
00530000000000004c2b,Cover,0.16810604916128544,False,False,1.0,,3,3.0,Young
00530000000000004d5b,Bare,0.0,True,False,1.0,,5,0.3748009239179365,Young
00530000000000004d5c,Bare,0.3922350124211325,False,False,1.0,,5,0.5405286868688433,Young
00530000000000004d5f,Cover,0.5266545050522025,False,False,1.0,,5,1.356444689251662,Young
00530000000000004d60,Cover,0.046911649882686056,True,False,1.0,,5,0.0764953538387174,Young
00530000000000004d64,Bare,0.0,True,False,1.0,,5,0.9026721174061204,Old
00530000000000004d65,Bare,0.7846142667449243,False,False,1.0,,5,-0.7764023982152632,Young
00530000000000004d67,Bare,0.12335286467169088,True,False,1.0,,5,-0.2614428218506982,Old
00530000000000004d6f,Bare,0.49278604909645857,False,False,1.0,,5,-0.9990738060298116,Old
00530000000000004d70,Bare,0.8625613999297951,False,False,1.0,,5,-0.3961618825449887,Old
00530000000000004d71,Bare,0.0,True,False,1.0,,5,-0.48052879250795083,Old
00530000000000004d74,Bare,0.7424044739271154,False,False,1.0,,5,-0.5032095777491372,Old
00530000000000004d79,Bare,0.31814854796566433,False,False,1.0,,5,-1.3518294825542967,Old
00530000000000004d7b,Bare,0.26664450189470956,False,False,1.0,,5,-1.0062531134290689,Old
00530000000000004d7c,Bare,0.24837930839988367,False,False,1.0,,5,-1.1224674500889693,Old
