season,n_trends,n_train,n_assigned_all,lost_pct_train_only,lost_pct_after_all
20172018,2178,0,0,100.0,100.0
20182019,2931,2655,2931,9.4,0.0
20192020,2931,2234,2931,23.8,0.0
20202021,2931,2321,2931,20.8,0.0
20212022,2931,2506,2931,14.5,0.0
20222023,2931,2597,2931,11.4,0.0
20232024,2931,2537,2931,13.4,0.0
