season,silhouette,n
2018_2019,0.3973252319414059,2655
2019_2020,0.42804609637690416,2234
2020_2021,0.4256200244851305,2321
2021_2022,0.39270575925210405,2506
2022_2023,0.4577564512527938,2597
2023_2024,0.45533010100995014,2537
